"Name","Team","AB","AVG","OBP","SLG","OPS","H","BB","R","RBI","1B","2B","3B","HR","IBB","SO","HBP","SF","GDP","SB","GB","FB","Balls","Strikes","BB%","K%","BB/K","ISO","BABIP","GB/FB","wOBA","Bat","Fld","BsR","WAR","Dol","Barrels","Barrel%","xwOBA","playerid"
"Adam Duvall","ATL","287",".213",".276",".401",".677","61","21","39","36","32","16","1","12","0","101","5","2","2","0","55","98","410","810","6.7%","32.1%","0.21",".188",".278","0.56",".295","-4.8","1.4","2.7","0.9","$7.4","24","12.8%",".293","10950"
"Curt Casali","- - -","148",".203",".318",".331",".649","30","24","20","17","21","4","0","5","0","50","2","2","1","0","28","49","309","474","13.6%","28.4%","0.48",".128",".263","0.57",".295","-1.6","-3.8","0.1","0.4","$3.4","6","6.0%",".289","12510"
"Ke'Bryan Hayes","PIT","505",".244",".314",".345",".659","123","48","55","41","89","24","3","7","0","122","5","2","12","20","190","111","831","1396","8.6%","21.8%","0.39",".101",".307","1.71",".294","-7.7","15.0","0.9","3.0","$24.1","15","3.9%",".303","18577"
"Whit Merrifield","- - -","504",".250",".298",".375",".673","126","38","70","58","86","28","1","11","0","85","0","8","11","16","172","166","682","1335","6.9%","15.5%","0.45",".125",".276","1.04",".294","-7.2","2.4","2.6","1.5","$12.1","18","4.2%",".288","11281"
"Joey Bart","SFG","261",".215",".296",".364",".660","56","26","34","25","39","6","0","11","0","112","4","0","5","2","63","53","403","758","8.9%","38.5%","0.23",".149",".326","1.19",".294","-3.3","-4.7","-1.5","0.6","$5.0","15","10.1%",".296","21524"
"Peyton Burdick","MIA","92",".207",".284",".380",".665","19","8","8","11","11","4","0","4","0","35","2","0","1","1","18","26","145","256","7.8%","34.3%","0.23",".174",".283","0.69",".294","-1.1","-3.8","0.0","-0.2","($1.6)","6","10.5%",".296","25459"
"Gabriel Arias","CLE","47",".191",".321",".319",".641","9","8","9","5","6","1","1","1","0","16","1","0","1","1","20","4","92","139","14.0%","28.1%","0.50",".128",".267","5.00",".294","-0.6","-3.3","0.0","-0.2","($1.6)","2","6.3%",".290","22563"
"Ramon Laureano","OAK","346",".211",".287",".376",".663","73","25","49","34","42","18","0","13","0","104","12","0","6","11","104","95","531","983","6.5%","27.2%","0.24",".165",".262","1.09",".294","-1.8","-2.1","3.0","0.9","$7.2","28","11.6%",".307","17128"
"Pavin Smith","ARI","245",".220",".300",".367",".667","54","28","24","33","36","9","0","9","1","67","1","3","2","1","78","78","423","686","10.1%","24.2%","0.42",".147",".262","1.00",".294","-4.3","0.3","0.5","0.1","$0.9","18","9.9%",".304","19892"
"Mark Kolozsvary","CIN","20",".200",".238",".450",".688","4","1","3","3","1","2","0","1","0","9","0","0","1","0","5","2","26","51","4.8%","42.9%","0.11",".250",".300","2.50",".294","-0.5","-0.3","-0.2","0.0","$0.2","1","9.1%",".236","21304"
"Brian Anderson","MIA","338",".222",".311",".346",".657","75","37","43","28","50","16","1","8","2","101","7","1","7","1","120","74","555","988","9.7%","26.4%","0.37",".124",".291","1.62",".293","-4.4","-1.9","-0.1","0.5","$3.6","23","9.7%",".309","18289"
"Matt Reynolds","- - -","244",".246",".320",".332",".652","60","26","31","23","46","10","1","3","0","78","1","1","7","5","85","45","396","684","9.6%","28.7%","0.33",".086",".348","1.89",".293","-6.1","-0.1","0.3","0.4","$3.1","5","3.0%",".272","13788"
"Jose Trevino","NYY","335",".248",".283",".388",".671","83","15","39","43","59","12","1","11","0","62","2","1","5","2","109","113","372","887","4.2%","17.6%","0.24",".140",".274","0.96",".293","-3.7","22.0","-1.2","3.7","$29.6","14","5.1%",".281","16725"
"Raimel Tapia","TOR","411",".265",".292",".380",".672","109","16","47","52","79","20","3","7","0","81","0","1","12","8","181","85","471","1107","3.7%","18.7%","0.20",".114",".315","2.13",".293","-4.7","-5.5","2.0","0.3","$2.0","17","5.1%",".286","14350"
"Aaron Hicks","NYY","384",".216",".330",".313",".642","83","62","54","40","64","9","2","8","3","109","4","2","10","10","122","108","802","1215","13.7%","24.1%","0.57",".096",".279","1.13",".292","-5.1","3.3","2.5","1.5","$11.7","16","5.8%",".303","5297"
"Nelson Cruz","WSN","448",".234",".313",".337",".651","105","49","50","64","79","16","0","10","1","119","4","3","16","4","174","94","727","1265","9.7%","23.5%","0.41",".103",".295","1.85",".292","-8.7","","-3.1","-0.8","($6.8)","31","9.3%",".320","2434"
"Nelson Velazquez","CHC","185",".205",".286",".373",".659","38","19","20","26","22","7","3","6","0","65","2","0","5","5","51","49","317","493","9.2%","31.6%","0.29",".168",".281","1.04",".291","-3.1","-1.7","0.1","0.1","$0.6","16","13.3%",".305","23359"
"Nick Solak","TEX","82",".207",".309",".329",".638","17","7","14","4","13","1","0","3","0","19","5","0","1","3","36","19","131","226","7.4%","20.0%","0.37",".122",".233","1.89",".291","-1.2","0.1","0.6","0.1","$0.6","5","7.8%",".335","19294"
"Darin Ruf","- - -","334",".204",".307",".338",".645","68","45","52","45","45","12","0","11","0","105","6","3","11","2","96","94","605","1015","11.6%","27.1%","0.43",".135",".258","1.02",".291","-4.9","-7.6","0.2","-0.7","($5.8)","20","8.6%",".310","9929"
"Javier Baez","DET","555",".238",".278",".393",".671","132","26","64","67","84","27","4","17","1","147","6","3","13","9","205","138","641","1451","4.4%","24.9%","0.18",".155",".292","1.49",".291","-6.8","-0.3","2.5","2.0","$15.9","33","8.0%",".285","12979"
"Jorge Alfaro","SDP","256",".246",".285",".383",".667","63","11","25","40","42","14","0","7","0","98","4","3","5","1","75","47","280","728","4.0%","35.8%","0.11",".137",".364","1.60",".291","-3.1","-4.8","0.0","0.5","$3.9","18","11.2%",".295","12180"
"Jake Hager","ARI","50",".240",".345",".280",".625","12","8","4","3","10","2","0","0","0","17","0","0","0","0","14","13","103","157","13.6%","28.8%","0.47",".040",".364","1.08",".291","-1.1","-1.2","0.5","0.0","$0.4","2","5.9%",".247","12198"
"Gary Sanchez","MIN","419",".205",".282",".377",".659","86","40","42","61","46","24","0","16","0","136","7","5","12","2","126","120","678","1203","8.5%","28.9%","0.29",".172",".257","1.05",".290","-5.7","3.0","-2.6","1.3","$10.4","39","13.5%",".321","11442"
"Austin Nola","SDP","347",".251",".321",".329",".649","87","34","40","40","68","15","0","4","1","60","6","9","5","2","126","109","573","949","8.6%","15.1%","0.57",".078",".284","1.16",".290","-5.0","-12.3","-0.8","0.2","$1.4","7","2.4%",".305","15941"
"Lewis Brinson","SFG","36",".167",".211",".472",".683","6","2","5","4","1","2","0","3","0","14","0","0","0","1","9","9","55","113","5.1%","35.9%","0.14",".306",".158","1.00",".289","-0.6","-0.8","0.5","0.1","$0.5","3","13.0%",".264","14352"
"Bryson Stott","PHI","427",".234",".295",".358",".653","100","36","58","49","69","19","2","10","0","89","1","1","3","12","156","121","651","1226","7.7%","19.1%","0.40",".124",".274","1.29",".289","-8.9","-2.2","4.7","1.4","$11.1","15","4.4%",".284","26294"
"Brandon Crawford","SFG","407",".231",".308",".344",".652","94","39","50","52","68","15","2","9","3","98","8","4","12","1","145","111","645","1073","8.5%","21.4%","0.40",".113",".280","1.31",".289","-7.2","4.2","1.8","2.0","$16.2","21","6.7%",".287","5343"
"Victor Caratini","MIL","272",".199",".300",".342",".642","54","31","26","34","33","12","0","9","1","67","9","1","11","0","104","64","476","770","9.9%","21.3%","0.46",".143",".228","1.63",".289","-5.7","3.8","-3.2","1.2","$9.4","13","6.3%",".309","14968"
"Joey Wendle","MIA","347",".259",".297",".360",".658","90","15","27","32","62","24","1","3","0","50","5","3","7","12","164","84","372","909","4.0%","13.5%","0.30",".101",".293","1.95",".289","-5.6","3.0","0.0","1.2","$10.0","5","1.7%",".276","13853"
"Dee Strange-Gordon","WSN","59",".305",".305",".356",".661","18","0","6","2","16","1","1","0","0","8","0","0","1","3","28","10","47","149","0.0%","13.6%","0.00",".051",".353","2.80",".288","-1.2","-4.3","-0.2","-0.3","($2.7)","0","0.0%",".213","8203"
"Jesus Aguilar","- - -","464",".235",".281",".379",".661","109","28","39","51","74","19","0","16","1","119","4","5","8","1","108","158","690","1388","5.5%","23.5%","0.24",".144",".278","0.68",".288","-7.9","1.3","-2.8","-0.4","($3.0)","24","6.7%",".298","11342"
"Tony Kemp","OAK","497",".235",".307",".334",".641","117","45","61","46","84","24","2","7","0","69","8","3","5","11","170","161","700","1347","8.1%","12.4%","0.65",".099",".259","1.06",".287","-5.5","-0.5","4.1","1.5","$11.8","7","1.6%",".267","14894"
"Ryan Jeffers","MIN","212",".208",".285",".363",".648","44","23","25","27","26","10","1","7","0","62","0","0","6","0","52","68","340","608","9.7%","26.3%","0.37",".156",".259","0.76",".287","-3.4","2.3","-1.3","0.9","$7.3","20","13.2%",".315","24618"
"Bobby Dalbec","BOS","317",".215",".283",".369",".652","68","29","40","39","45","9","2","12","0","118","3","4","5","3","79","83","534","941","8.2%","33.4%","0.25",".155",".293","0.95",".287","-7.9","-0.3","1.7","-0.1","($0.5)","24","11.8%",".296","19966"
"Odubel Herrera","PHI","185",".238",".279",".378",".658","44","11","23","21","29","9","1","5","0","42","0","1","3","6","82","42","237","500","5.6%","21.3%","0.26",".141",".281","1.95",".287","-4.1","1.3","0.8","0.5","$4.1","7","4.9%",".272","11476"
"Owen Miller","CLE","424",".243",".301",".351",".652","103","32","53","51","70","26","1","6","1","93","7","9","8","2","147","115","610","1226","6.8%","19.7%","0.34",".108",".290","1.28",".287","-7.8","5.1","1.0","0.6","$4.8","12","3.5%",".291","24655"
"Spencer Steer","CIN","95",".211",".306",".326",".632","20","11","12","8","13","5","0","2","0","26","2","0","2","0","30","26","154","274","10.2%","24.1%","0.42",".116",".269","1.15",".287","-3.0","-0.9","0.0","-0.1","($0.7)","4","5.8%",".278","26323"
"Nick Pratto","KCR","158",".184",".271",".386",".657","29","19","18","20","12","9","1","7","0","66","1","3","6","0","31","50","287","500","10.4%","36.3%","0.29",".203",".250","0.62",".287","-3.7","-0.7","-1.5","-0.3","($2.8)","12","12.5%",".267","22117"
"Harrison Bader","- - -","292",".250",".294",".356",".650","73","15","38","30","55","10","3","5","0","62","4","2","4","17","93","101","408","779","4.8%","19.8%","0.24",".106",".300","0.92",".286","-4.9","3.1","4.2","1.5","$11.8","8","3.4%",".270","18030"
"Matt Thaiss","LAA","69",".217",".321",".319",".640","15","11","9","8","12","1","0","2","1","24","0","1","2","1","26","14","126","198","13.6%","29.6%","0.46",".101",".295","1.86",".286","-1.5","-2.6","0.0","-0.1","($1.0)","3","6.5%",".289","19318"
"Kevin Kiermaier","TBR","206",".228",".281",".369",".649","47","14","28","22","32","8","0","7","0","61","1","0","2","6","76","40","294","537","6.3%","27.6%","0.23",".141",".290","1.90",".286","-2.5","2.0","3.2","1.1","$8.7","10","6.9%",".305","11038"
"Alex Kirilloff","MIN","144",".250",".290",".361",".651","36","5","14","21","26","7","0","3","0","36","4","2","5","0","61","33","208","407","3.2%","23.1%","0.14",".111",".308","1.85",".286","-2.4","-3.7","-2.0","-0.6","($4.7)","7","6.3%",".282","20325"
"Alejo Lopez","CIN","145",".262",".314",".331",".645","38","9","15","10","31","5","1","1","1","21","2","0","1","3","57","33","195","376","5.8%","13.5%","0.43",".069",".301","1.73",".286","-4.4","-0.1","-0.3","0.0","$0.0","1","0.8%",".280","21127"
"Joey Gallo","- - -","350",".160",".280",".357",".638","56","56","48","47","27","8","2","19","0","163","3","1","0","3","52","98","666","1059","13.7%","39.8%","0.34",".197",".219","0.53",".286","-6.9","3.8","0.5","0.6","$4.7","33","17.6%",".295","14128"
"Mike Moustakas","CIN","252",".214",".295",".345",".640","54","24","30","25","35","12","0","7","0","75","6","3","8","2","63","90","403","747","8.4%","26.3%","0.32",".131",".272","0.70",".286","-8.1","-1.1","-0.5","-0.5","($3.8)","11","6.1%",".270","4892"
"Willi Castro","DET","365",".241",".284",".367",".651","88","15","47","31","60","18","2","8","0","82","8","3","4","9","119","101","435","1005","3.8%","20.9%","0.18",".126",".288","1.18",".285","-6.3","1.1","1.6","0.7","$5.5","10","3.5%",".290","17338"
"Michael Toglia","COL","111",".216",".275",".378",".653","24","9","10","12","12","8","2","2","0","44","0","0","2","1","25","26","161","317","7.5%","36.7%","0.20",".162",".338","0.96",".285","-4.5","-0.4","0.5","-0.2","($1.8)","5","7.5%",".261","25845"
"Dermis Garcia","OAK","116",".207",".264",".388",".652","24","8","13","20","13","6","0","5","0","55","1","0","1","0","28","22","197","338","6.4%","44.0%","0.15",".181",".339","1.27",".285","-1.5","1.8","-0.2","0.2","$1.5","8","13.1%",".244","20926"
"Isiah Kiner-Falefa","NYY","483",".261",".314",".327",".642","126","35","66","48","102","20","0","4","2","72","5","5","13","22","226","100","658","1282","6.6%","13.6%","0.49",".066",".296","2.26",".285","-8.9","-2.5","1.1","1.3","$10.7","5","1.2%",".290","16512"
"Matt Vierling","PHI","325",".246",".297",".351",".648","80","23","41","32","60","12","2","6","0","70","3","6","7","7","107","94","469","935","6.4%","19.6%","0.33",".105",".290","1.14",".285","-7.9","-4.0","0.5","0.0","($0.3)","13","5.0%",".327","21558"
"Alfonso Rivas","CHC","251",".235",".322",".307",".628","59","29","27","25","49","5","2","3","1","87","4","2","1","6","80","40","451","757","10.1%","30.3%","0.33",".072",".344","2.00",".285","-5.8","-1.2","2.0","-0.1","($1.1)","7","4.2%",".281","21560"
"Yuli Gurriel","HOU","545",".242",".288",".360",".647","132","30","53","53","84","40","0","8","0","73","6","3","13","8","193","194","691","1425","5.1%","12.5%","0.41",".117",".266","0.99",".285","-10.1","-5.5","-0.8","-0.9","($7.3)","9","1.9%",".271","19198"
"Elias Diaz","COL","351",".228",".281",".368",".648","80","25","29","51","51","18","2","9","0","82","2","3","8","0","130","98","503","942","6.6%","21.5%","0.30",".140",".270","1.33",".284","-14.7","-15.0","-3.9","-1.4","($11.5)","16","5.9%",".274","11680"
"Cody Bellinger","LAD","504",".210",".265",".389",".654","106","38","70","68","57","27","3","19","0","150","2","6","7","14","128","170","820","1481","6.9%","27.3%","0.25",".179",".255","0.75",".284","-10.7","1.7","4.5","1.7","$13.5","30","8.3%",".278","15998"
"Victor Reyes","DET","315",".254",".289",".362",".651","80","13","27","34","55","19","3","3","0","77","4","4","7","2","106","75","387","896","3.9%","22.9%","0.17",".108",".322","1.41",".284","-5.8","-3.1","-0.3","-0.2","($1.7)","12","5.0%",".292","15487"
"Jarren Duran","BOS","204",".221",".283",".363",".645","45","14","23","17","25","14","3","3","0","63","4","1","1","7","69","46","304","577","6.3%","28.3%","0.22",".142",".302","1.50",".284","-5.6","-5.8","0.5","-0.4","($2.9)","11","7.7%",".282","24617"
"Robbie Grossman","- - -","411",".209",".310",".311",".622","86","56","40","45","59","19","1","7","0","129","6","4","3","6","89","127","744","1198","11.7%","27.0%","0.43",".102",".283","0.70",".283","-9.6","-3.2","-0.2","-0.3","($2.5)","10","3.5%",".281","5254"
"Yairo Munoz","PHI","57",".211",".250",".404",".654","12","3","7","7","7","2","0","3","0","10","0","0","0","1","32","10","63","145","5.0%","16.7%","0.30",".193",".205","3.20",".283","-1.4","-2.2","0.4","-0.1","($0.9)","2","4.3%",".263","16313"
"Jake Marisnick","PIT","77",".234",".272",".390",".661","18","4","9","6","10","6","0","2","1","24","0","0","2","2","16","22","83","205","4.9%","29.3%","0.17",".156",".314","0.73",".283","-1.9","4.3","-0.5","0.5","$3.7","4","7.4%",".270","11339"
"Cesar Hernandez","WSN","560",".248",".311",".318",".629","139","45","64","34","106","28","4","1","0","114","7","2","9","10","203","134","872","1496","7.3%","18.5%","0.39",".070",".309","1.51",".283","-15.0","-2.1","-0.8","0.5","$3.6","11","2.4%",".290","10556"
"Kyle Higashioka","NYY","229",".227",".264",".389",".653","52","12","27","31","35","7","0","10","0","52","1","4","5","0","63","78","321","586","4.8%","21.0%","0.23",".162",".246","0.81",".282","-4.7","7.4","-0.1","1.7","$13.2","18","9.8%",".317","5517"
"Michael Chavis","PIT","401",".229",".265",".389",".654","92","19","39","49","59","16","3","14","1","126","2","4","4","1","124","108","460","1064","4.5%","29.6%","0.15",".160",".294","1.15",".282","-10.0","-3.7","0.3","-0.6","($5.1)","21","7.5%",".261","17321"
"Ezequiel Duran","TEX","208",".236",".277",".365",".643","49","12","25","25","33","10","1","5","0","54","0","0","3","4","78","51","245","544","5.5%","24.5%","0.22",".130",".295","1.53",".282","-4.5","-2.3","-0.2","0.1","$0.6","7","4.5%",".256","23733"
"Edmundo Sosa","- - -","176",".227",".275",".369",".644","40","5","26","21","23","11","4","2","0","50","7","1","6","6","58","42","175","478","2.6%","26.3%","0.10",".142",".304","1.38",".282","-3.9","5.8","2.2","1.2","$9.8","7","5.5%",".286","17022"
"Hoy Park","PIT","51",".216",".276",".373",".648","11","4","7","6","7","2","0","2","0","15","1","2","0","1","19","14","88","149","6.7%","25.0%","0.27",".157",".250","1.36",".282","-1.4","-6.3","0.9","-0.5","($3.9)","4","10.0%",".269","18027"
"Luke Maile","CLE","181",".221",".301",".326",".627","40","19","19","17","27","10","0","3","0","54","3","3","6","0","49","57","298","523","9.2%","26.2%","0.35",".105",".291","0.86",".281","-4.3","1.5","-1.1","0.7","$5.9","7","5.4%",".263","13355"
"Jorge Mateo","BAL","494",".221",".267",".379",".646","109","27","63","50","64","25","7","13","0","147","5","2","8","35","132","143","625","1357","5.1%","27.6%","0.18",".158",".286","0.92",".281","-11.0","8.1","5.8","2.8","$22.1","21","5.9%",".272","17273"
"Calvin Mitchell","PIT","212",".226",".286",".349",".635","48","18","21","17","32","11","0","5","0","52","0","1","3","3","76","49","293","557","7.8%","22.4%","0.35",".123",".276","1.55",".281","-5.7","-5.5","1.1","-0.6","($4.8)","8","4.9%",".292","22169"
"Charlie Culberson","TEX","115",".252",".283",".357",".640","29","5","19","12","21","6","0","2","0","31","0","0","5","2","47","23","131","308","4.0%","25.0%","0.16",".104",".329","2.04",".281","-2.6","-4.9","-1.1","-0.6","($4.7)","1","1.1%",".251","3298"
"Jordan Luplow","ARI","205",".176",".274",".361",".634","36","25","26","28","20","5","0","11","1","60","3","1","5","5","60","65","379","627","10.7%","25.6%","0.42",".185",".185","0.92",".281","-6.1","2.1","0.3","0.2","$1.4","11","7.5%",".288","16424"
"Chad Pinder","OAK","361",".235",".263",".385",".648","85","14","38","42","55","18","0","12","0","118","0","2","10","2","121","75","482","955","3.7%","31.1%","0.12",".150",".313","1.61",".281","-5.8","-2.0","-0.2","-0.1","($0.6)","16","6.5%",".280","15191"
"Luis Barrera","OAK","77",".234",".294",".338",".632","18","6","3","7","12","5","0","1","0","17","1","1","2","3","32","17","113","203","7.1%","20.0%","0.35",".104",".283","1.88",".280","-1.3","2.6","-0.8","0.2","$1.8","2","3.3%",".261","19615"
"Josh Jung","TEX","98",".204",".235",".418",".654","20","4","9","14","10","4","1","5","0","39","0","0","2","2","24","20","132","262","3.9%","38.2%","0.10",".214",".278","1.20",".280","-2.2","-0.7","-1.8","-0.1","($0.9)","6","10.2%",".287","26299"
"Trent Grisham","SDP","451",".184",".284",".341",".626","83","57","58","53","48","16","2","17","1","150","7","2","3","7","125","125","879","1340","10.9%","28.6%","0.38",".157",".231","1.00",".280","-10.5","5.5","5.8","2.1","$17.1","25","8.1%",".295","18564"
"Mike Ford","- - -","131",".206",".302",".313",".615","27","17","9","10","19","5","0","3","0","40","1","0","1","0","30","40","256","367","11.4%","26.8%","0.43",".107",".273","0.75",".280","-3.3","0.3","-0.5","-0.2","($1.6)","3","3.3%",".278","15585"
"Zach McKinstry","- - -","166",".199",".273",".361",".635","33","16","21","14","19","6","3","5","0","52","1","0","0","7","42","43","275","516","8.6%","28.1%","0.31",".163",".257","0.98",".280","-4.4","2.4","3.9","0.9","$7.1","5","4.3%",".288","19392"
"Enrique Hernandez","BOS","361",".222",".291",".338",".629","80","34","48","45","50","24","0","6","0","71","3","4","11","0","116","125","567","923","8.5%","17.7%","0.48",".116",".257","0.93",".280","-11.4","2.7","-0.7","0.5","$4.2","17","5.8%",".296","10472"
"Franmil Reyes","- - -","438",".221",".273",".365",".638","97","30","43","47","64","17","2","14","0","157","2","3","12","2","135","98","665","1188","6.3%","33.2%","0.19",".144",".307","1.38",".280","-10.9","-1.1","-2.7","-1.1","($8.9)","32","11.3%",".275","14566"
"Gilberto Celestino","MIN","311",".238",".313",".302",".615","74","32","30","24","59","12","1","2","0","77","2","0","13","4","141","44","520","864","9.2%","22.2%","0.42",".064",".310","3.20",".280","-7.1","0.0","-4.6","0.0","($0.4)","6","2.5%",".270","20233"
"Daz Cameron","DET","64",".219",".286",".344",".629","14","5","6","8","9","3","1","1","0","20","1","0","1","2","14","21","95","171","7.1%","28.6%","0.25",".125",".302","0.67",".280","-1.4","-1.1","1.1","0.0","$0.3","4","9.1%",".303","18353"
"Francisco Mejia","TBR","289",".242",".264",".381",".645","70","7","32","31","42","22","0","6","0","65","2","1","6","0","83","87","275","819","2.3%","21.7%","0.11",".138",".292","0.95",".279","-4.9","-5.5","-2.4","0.2","$1.5","6","2.7%",".262","16403"
"Ryan McKenna","BAL","156",".237",".294",".340",".634","37","11","23","11","25","10","0","2","1","55","2","1","3","2","39","37","189","408","6.4%","32.0%","0.20",".103",".350","1.05",".279","-3.8","5.3","2.7","0.8","$6.7","10","9.6%",".267","19928"
"Matt Duffy","LAA","228",".250",".308",".311",".619","57","17","14","16","47","8","0","2","0","50","2","0","6","0","83","58","340","594","6.9%","20.2%","0.34",".061",".313","1.43",".279","-6.1","-0.6","-1.8","-0.1","($0.8)","5","2.8%",".280","13836"
"Albert Almora Jr.","CIN","215",".223",".282",".349",".631","48","17","26","29","32","10","1","5","0","46","1","1","9","3","85","46","276","570","7.2%","19.6%","0.37",".126",".261","1.85",".279","-7.9","8.1","-3.0","0.4","$2.9","3","1.8%",".270","14109"
"Rougned Odor","BAL","426",".207",".275",".357",".632","88","32","49","53","53","19","3","13","1","109","10","4","9","6","99","154","624","1137","6.8%","23.1%","0.29",".150",".244","0.64",".278","-10.8","-3.6","1.4","0.4","$3.1","21","6.5%",".277","12282"
"Jonathan Davis","MIL","76",".224",".344",".237",".581","17","14","9","4","16","1","0","0","0","26","0","0","1","7","30","10","135","241","15.4%","28.6%","0.54",".013",".340","3.00",".278","-2.4","2.4","1.7","0.5","$4.3","0","0.0%",".284","15104"
"Jared Walsh","LAA","423",".215",".269",".374",".642","91","27","41","44","56","18","2","15","4","138","4","0","6","2","128","103","593","1153","5.9%","30.4%","0.20",".158",".281","1.24",".278","-11.5","0.3","-0.7","-0.6","($4.8)","27","9.5%",".280","18607"
"Jake Cave","MIN","164",".213",".260",".384",".644","35","11","17","20","20","7","3","5","0","49","0","2","2","2","42","52","256","454","6.2%","27.7%","0.22",".171",".268","0.81",".278","-3.8","3.7","0.9","0.5","$3.7","12","10.3%",".285","14477"
"Jordan Groshans","MIA","61",".262",".308",".311",".619","16","4","9","2","15","0","0","1","0","13","0","0","2","0","22","15","92","171","6.2%","20.0%","0.31",".049",".319","1.47",".278","-1.5","-1.0","-0.3","0.0","($0.3)","1","2.1%",".263","23794"
"Jose Azocar","SDP","202",".257",".298",".332",".629","52","12","24","10","40","9","3","0","0","44","0","1","6","5","76","45","247","521","5.6%","20.4%","0.27",".074",".327","1.69",".278","-4.7","5.7","-1.6","0.5","$4.4","4","2.5%",".272","18821"
"Jo Adell","LAA","268",".224",".264",".373",".637","60","11","22","27","38","12","2","8","0","107","4","1","6","4","62","65","385","791","3.9%","37.5%","0.10",".149",".338","0.95",".278","-7.2","-2.3","0.8","-0.3","($2.4)","16","9.8%",".251","20220"
"Frank Schwindel","CHC","271",".229",".277",".358",".635","62","19","23","36","43","11","0","8","1","58","0","2","12","0","101","75","365","773","6.5%","19.9%","0.33",".129",".261","1.35",".278","-7.6","-0.1","-2.5","-0.7","($5.4)","10","4.7%",".278","15351"
"Jeimer Candelario","DET","429",".217",".272",".361",".633","93","28","49","50","59","19","2","13","1","109","6","4","9","0","135","128","603","1136","6.0%","23.3%","0.26",".145",".257","1.05",".277","-10.6","-3.1","-2.7","-0.1","($0.6)","27","8.3%",".292","13621"
"Tommy La Stella","SFG","180",".239",".282",".350",".632","43","11","17","14","27","14","0","2","0","30","1","3","4","0","62","55","294","500","5.6%","15.4%","0.37",".111",".272","1.13",".277","-4.9","-3.4","-1.2","-0.8","($6.4)","3","2.0%",".267","12371"
"Josh Lowe","TBR","181",".221",".284",".343",".627","40","15","24","13","24","12","2","2","1","66","1","0","1","3","41","45","312","539","7.6%","33.3%","0.23",".122",".336","0.91",".276","-3.8","0.4","2.1","0.3","$2.3","6","5.2%",".272","19953"
"Johan Camargo","PHI","152",".237",".297",".316",".613","36","13","8","15","30","3","0","3","0","37","0","0","1","0","47","38","257","461","7.8%","22.3%","0.35",".079",".295","1.24",".276","-4.9","1.7","0.6","0.4","$3.2","3","2.6%",".267","14950"
"Miguel Cabrera","DET","397",".254",".305",".317",".622","101","28","25","43","86","10","0","5","3","101","3","5","11","1","159","75","573","1070","6.5%","23.3%","0.28",".063",".324","2.12",".275","-10.4","","-5.4","-1.5","($11.6)","14","4.7%",".275","1744"
"Andrew Knizner","STL","260",".215",".301",".300",".601","56","26","28","25","42","10","0","4","0","62","6","0","9","0","89","75","371","732","8.9%","21.2%","0.42",".085",".268","1.19",".275","-7.2","-9.7","-1.8","-0.3","($2.7)","7","3.5%",".280","19514"
"David Fletcher","LAA","216",".255",".288",".333",".621","55","7","20","17","43","9","1","2","0","16","3","0","6","1","69","78","214","516","3.1%","7.0%","0.44",".079",".268","0.88",".275","-6.4","5.5","-1.5","0.7","$5.4","0","0.0%",".295","17992"
"Yoan Moncada","CHW","397",".212",".273",".353",".626","84","32","41","51","53","18","1","12","2","114","2","1","5","2","111","123","620","1105","7.4%","26.3%","0.28",".141",".265","0.90",".275","-11.5","3.8","1.3","0.9","$7.5","28","9.8%",".289","17232"
"Carson Kelly","ARI","317",".211",".282",".334",".617","67","29","40","35","42","18","0","7","0","71","4","4","10","2","101","99","518","905","8.2%","20.1%","0.41",".123",".247","1.02",".275","-11.0","-2.7","-0.4","0.4","$3.6","13","5.2%",".288","13620"
"Jordan Diaz","OAK","49",".265",".294",".327",".621","13","2","3","1","10","3","0","0","0","7","0","0","1","0","28","10","45","117","3.9%","13.7%","0.29",".061",".310","2.80",".275","-1.0","-3.1","0.2","-0.3","($2.1)","0","0.0%",".229","22650"
"Bubba Thompson","TEX","170",".265",".302",".312",".613","45","7","18","9","39","5","0","1","0","56","2","0","2","18","55","33","196","451","3.9%","30.9%","0.13",".047",".389","1.67",".274","-4.8","0.8","3.6","0.4","$3.0","2","1.7%",".203","22261"
"Tyler Freeman","CLE","77",".247",".314",".286",".600","19","4","9","3","16","3","0","0","0","11","4","1","2","1","35","20","115","226","4.7%","12.8%","0.36",".039",".284","1.75",".274","-2.3","-1.5","0.0","-0.1","($0.5)","1","1.5%",".270","22532"
"Adam Frazier","SEA","541",".238",".301",".311",".612","129","46","61","42","100","22","4","3","1","73","5","6","15","11","194","164","754","1437","7.6%","12.1%","0.63",".072",".268","1.18",".274","-12.9","4.4","-0.2","1.1","$8.7","7","1.5%",".297","15223"
"Yu Chang","- - -","168",".208",".289",".315",".605","35","16","19","15","25","6","0","4","0","59","4","2","5","0","47","45","270","492","8.4%","31.1%","0.27",".107",".290","1.04",".273","-4.9","1.2","-1.5","0.1","$0.9","10","9.0%",".290","14773"
"Diego Castillo","PIT","262",".206",".251",".382",".633","54","14","28","29","30","13","0","11","1","75","3","4","7","1","76","77","384","765","4.9%","26.5%","0.19",".176",".239","0.99",".272","-8.8","-1.7","-0.4","-0.1","($0.8)","19","9.9%",".292","19906"
